id_text,id_forum,text,text_corrected,type,tagger,pasien,usia_pasien,penyakit,gejala,kapan,periode,tindakan,outcome,pertanyaan,pembuka,penyebab,prakondisi,objek,penutup,referensi,artikel,observasi
29,6,"Risiko gagal jantung meningkat pada seseorang yang obesitas, riwayat merokok, kebiasaan makan-makanan berlemak dan tinggi kolestrol, kurang melakukan aktivitas fisik dan sebagainya","Risiko gagal jantung meningkat pada seseorang yang obesitas, riwayat merokok, kebiasaan makan-makanan berlemak dan tinggi kolestrol, kurang melakukan aktivitas fisik dan sebagainya",a,f,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
30,6,"Seseorang yang mengalami gagal jantung dapat merasakan gejala seperti sesak napas, batuk, bengkak pada bagian tubuh seperti kaki, lemas, dan sebagainya","Seseorang yang mengalami gagal jantung dapat merasakan gejala seperti sesak napas, batuk, bengkak pada bagian tubuh seperti kaki, lemas, dan sebagainya",a,f,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
31,6,"Untuk mengetahui apakah gejala tersebut disebabkan karena gagal jantung, maka perlu dilakukan pemeriksaan ke dokter agar dokter dapat melakukan pemeriksaan berupa wawancara keluhan, pemeriksaan fisik untuk melihat tanda gagal jantung, serta pemeriksaan penunjang seperti rontgen, pemeriksaan rekam jantung, dan sebagainya","Untuk mengetahui apakah gejala tersebut disebabkan karena gagal jantung, maka perlu dilakukan pemeriksaan ke dokter agar dokter dapat melakukan pemeriksaan berupa wawancara keluhan, pemeriksaan fisik untuk melihat tanda gagal jantung, serta pemeriksaan penunjang seperti rontgen, pemeriksaan rekam jantung, dan sebagainya",a,f,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
32,6,"Mengenai pengobatan yang dilakukan, hal tersebut terutama untuk mengurangi beban kerja jantung","Mengenai pengobatan yang dilakukan, hal tersebut terutama untuk mengurangi beban kerja jantung",a,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
33,6,"Pengobatan yang dapat diberikan seperti obat-obatan, operasi misalnya pemasangan ring jantung, implan jantung, hingga transplantasi","Pengobatan yang dapat diberikan seperti obat-obatan, operasi misalnya pemasangan ring jantung, implan jantung, hingga transplantasi",a,f,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
34,6,Pengobatan yang dipilih disesuaikan dengan derajat beratnya gagal jantung dan kondisi penyerta yang dimiliki,Pengobatan yang dipilih disesuaikan dengan derajat beratnya gagal jantung dan kondisi penyerta yang dimiliki,a,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,6,"Pada umumnya, pemberian obat-obatan akan dilakukan terlebih dahulu karena prosedur seperti operasi memerlukan persiapan yang panjang misalnya pada donor perlu dilakukan pemeriksaan untuk mengetahui kecocokannya","Pada umumnya, pemberian obat-obatan akan dilakukan terlebih dahulu karena prosedur seperti operasi memerlukan persiapan yang panjang misalnya pada donor perlu dilakukan pemeriksaan untuk mengetahui kecocokannya",a,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
36,6,"Sementara itu sebaiknya melakukan konsultasi ke dokter untuk mengetahui kondisi yang dialami saat ini, serta menjaga kesehatan dengan menjaga makanan yang rendah lemak dan kolestrol, tidak kelelahan, dan sebagainya","Sementara itu sebaiknya melakukan konsultasi ke dokter untuk mengetahui kondisi yang dialami saat ini, serta menjaga kesehatan dengan menjaga makanan yang rendah lemak dan kolestrol, tidak kelelahan, dan sebagainya",a,f,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
37,7,Yang ingin saya tanyakan apakah ini sesuatu yang perlu dikhawatirkan?,Yang ingin saya tanyakan apakah ini sesuatu yang perlu dikhawatirkan?,q,f,1.0,1.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
38,8,"Selamat malam, terima kasih telah bertanya di Alodokter","Selamat malam, terima kasih telah bertanya di Alodokter",a,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,8,Orang yang mengalami kanker paru dan gagal jantung tidak selalu membutuhkan bantuan oksigen,Orang yang mengalami kanker paru dan gagal jantung tidak selalu membutuhkan bantuan oksigen,a,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
40,8,Hanya sebagian orang tertentu dengan tingkat keparahan tertentu dimana sistem pernapasannya terganggu dalam fungsinya menangkap oksigen yang membutuhkan bantuan oksigen,Hanya sebagian orang tertentu dengan tingkat keparahan tertentu dimana sistem pernapasannya terganggu dalam fungsinya menangkap oksigen yang membutuhkan bantuan oksigen,a,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
41,8,"Kondisi keparahan ini tidak selalu permanen, ada yang pada akhirnya kondisinya membaik dan tidak membutuhkan oksigen lagi, dan ada juga yang kondisinya lalu memburuk sampai membutuhkan alat bantu napas di ruang ICU","Kondisi keparahan ini tidak selalu permanen, ada yang pada akhirnya kondisinya membaik dan tidak membutuhkan oksigen lagi, dan ada juga yang kondisinya lalu memburuk sampai membutuhkan alat bantu napas di ruang ICU",a,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
42,8,Tidak ada yang bisa meramalkan ke arah mana kondisi penyakit suatu pasien akan berujung,Tidak ada yang bisa meramalkan ke arah mana kondisi penyakit suatu pasien akan berujung,a,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
43,8,"Dokter hanya bisa memperkirakan harapan kesembuhan dan opsi penanganan apa yang dimiliki dari kesimpulan klinis yang dimilikinya sekarang, berdasarkan berbagai data klinis seperti hasil lab, rontgen, CT scan, perluasan penyakit, dan respon tubuh terhadap pengobatan","Dokter hanya bisa memperkirakan harapan kesembuhan dan opsi penanganan apa yang dimiliki dari kesimpulan klinis yang dimilikinya sekarang, berdasarkan berbagai data klinis seperti hasil lab, rontgen, CT scan, perluasan penyakit, dan respon tubuh terhadap pengobatan",a,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
44,8,"Maka memang terkait ibu Anda, yang paling bisa memberikan informasi dengan akurat adalah dokter onkologi/kanker atau dokter paru yang merawatnya sekarang","Maka memang terkait ibu Anda, yang paling bisa memberikan informasi dengan akurat adalah dokter onkologi/kanker atau dokter paru yang merawatnya sekarang",a,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
45,8,"Saran kami, sebaiknya pihak keluarga melakukan diskusi dengan dokter mengenai kondisi yang dialami ibu Anda dan target penanganan kedepannya serta apa saja yang bisa diharapkan, untuk menghindari kebingungan dan kesalahpahaman","Saran kami, sebaiknya pihak keluarga melakukan diskusi dengan dokter mengenai kondisi yang dialami ibu Anda dan target penanganan kedepannya serta apa saja yang bisa diharapkan, untuk menghindari kebingungan dan kesalahpahaman",a,f,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
46,8,"Sekian, semoga menjawab pertanyaan Anda","Sekian, semoga menjawab pertanyaan Anda",a,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
47,9,"Hallo dok saya mau bertanya papah saya punya riwayat paru dan jantung,setiap kali jalan lama maupun sedikit selalu terasa cape kalo boleh tau obat nya apa ya dok,solusi agar tidak mudah cape🙏","Hallo dok saya mau bertanya papah saya punya riwayat paru dan jantung,setiap kali jalan lama maupun sedikit selalu terasa capek kalo boleh tau obat nya apa ya dok,solusi agar tidak mudah capek",q,f,1.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
48,10,Terima kasih atas pertanyaannya di Alodokter,Terima kasih atas pertanyaannya di Alodokter,a,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
49,10,Perlu diperjelas riwayat penyakit parunya apa dan riwayat penyakit jantungnya apa,Perlu diperjelas riwayat penyakit parunya apa dan riwayat penyakit jantungnya apa,a,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,10,"Dari uraian Anda, ada keluhan mudah lelah","Dari uraian Anda, ada keluhan mudah lelah",a,f,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
51,10,Hal ini umum terjadi pada pasien dengan gagal jantung,Hal ini umum terjadi pada pasien dengan gagal jantung,a,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
52,10,"Gagal jantung sering terjadi akibat hipertensi (tekanan darah tinggi) yang tidak terkontrol (tidak pernah minum obat dari dokter secara rutin dan tidak kontrol ke dokter, atau hanya membeli obat secara sembarangan di apotek tanpa resep dokter)","Gagal jantung sering terjadi akibat hipertensi (tekanan darah tinggi) yang tidak terkontrol (tidak pernah minum obat dari dokter secara rutin dan tidak kontrol ke dokter, atau hanya membeli obat secara sembarangan di apotek tanpa resep dokter)",a,f,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
53,10,Hipertensi membuat jantung terpaksa harus bekerja lebih keras untuk melawan tekanan darah yang tinggi dan memompa darah ke seluruh tubuh,Hipertensi membuat jantung terpaksa harus bekerja lebih keras untuk melawan tekanan darah yang tinggi dan memompa darah ke seluruh tubuh,a,f,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
54,10,"Bila sudah mengalami gagal jantung, tidak bisa kembali menjadi seperti saat sebelum mengalami gagal jantung","Bila sudah mengalami gagal jantung, tidak bisa kembali menjadi seperti saat sebelum mengalami gagal jantung",a,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0
55,10,Hal yang bisa dilakukan adalah membantu meringankan gejalanya dan mencegah agar penyakitnya tidak bertambah berat,Hal yang bisa dilakukan adalah membantu meringankan gejalanya dan mencegah agar penyakitnya tidak bertambah berat,a,f,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
56,10,"Caranya adalah dengan memeriksakan diri ke dokter spesialis jantung dan pembuluh darah secara langsung karena pada setiap orang yang mengalami gagal jantung, ada tingkat keparahan yang berbeda-beda dan juga tergantung pada kondisi pasien sehingga pengobatannya pun bisa berbeda-beda","Caranya adalah dengan memeriksakan diri ke dokter spesialis jantung dan pembuluh darah secara langsung karena pada setiap orang yang mengalami gagal jantung, ada tingkat keparahan yang berbeda-beda dan juga tergantung pada kondisi pasien sehingga pengobatannya pun bisa berbeda-beda",a,f,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
57,10,Pilihan obat yang bisa diberikan juga sangat banyak dan harus disesuaikan dengan kondisi,Pilihan obat yang bisa diberikan juga sangat banyak dan harus disesuaikan dengan kondisi,a,f,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
58,10,Tidak ada satu obat yang bisa diberikan untuk semua orang,Tidak ada satu obat yang bisa diberikan untuk semua orang,a,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
59,10,"Yang bisa dilakukan sendiri di rumah adalah membantu mengurangi beban jantung dengan membatasi asupan natrium atau garam (maksimum setengah sendok teh per hari), membatasi cairan (tidak melebihi 2,5 liter per hari), dan mengurangi aktivitas","Yang bisa dilakukan sendiri di rumah adalah membantu mengurangi beban jantung dengan membatasi asupan natrium atau garam (maksimum setengah sendok teh per hari), membatasi cairan (tidak melebihi 2,5 liter per hari), dan mengurangi aktivitas",a,f,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
60,10,"Selain itu, segera pergi berobat ke dokter spesialis jantung dan pembuluh darah untuk mendapatkan obat yang sesuai dengan kondisi ayah Anda","Selain itu, segera pergi berobat ke dokter spesialis jantung dan pembuluh darah untuk mendapatkan obat yang sesuai dengan kondisi ayah Anda",a,f,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61,10,Hindari membeli obat-obatan sendiri yang bukan dari anjuran dokter,Hindari membeli obat-obatan sendiri yang bukan dari anjuran dokter,a,f,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
62,10,Semoga membantu,Semoga membantu,a,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0
63,11,"Halo dok 2 hari ini saya keringat dingin di kepala, leher, sampai badan","Halo dok 2 hari ini saya keringat dingin di kepala, leher, sampai badan",q,f,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
64,11,Saya juga jadi gampang capek dan kadang sesak nafas dan Kaki terasa dingin,Saya juga jadi gampang capek dan kadang sesak nafas dan Kaki terasa dingin,q,f,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
65,11,Apakah ada hubungan nya dgn penyakit jantung? Saya juga ada batu empedu dok,Apakah ada hubungan nya dengan penyakit jantung? Saya juga ada batu empedu dok,q,f,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0
66,11,Apa yg harus saya lakukan,Apa yang harus saya lakukan,q,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
67,12,"Alo, Terima kasih atas pertanyaannya","Halo, Terima kasih atas pertanyaannya",a,f,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
68,12,"Sering merasa keringat dingin di beberapa bagian tubuh, gampang capek, kadang sesak napas, kaki terasa dingin dengan adanya riwayat batu empedu dapat disebabkan oleh beberapa kemungkinan, seperti Gagal jantung, Tekanan darah rendah, Anemia, Fibromyalgia","Sering merasa keringat dingin di beberapa bagian tubuh, gampang capek, kadang sesak napas, kaki terasa dingin dengan adanya riwayat batu empedu dapat disebabkan oleh beberapa kemungkinan, seperti Gagal jantung, Tekanan darah rendah, Anemia, Fibromyalgia",a,f,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
69,12,"Apabila keluhan ini terjadi terus menerus dalam 1 minggu belakangan ini, sebaiknya periksakan diri Anda ke dokter, ya","Apabila keluhan ini terjadi terus menerus dalam 1 minggu belakangan ini, sebaiknya periksakan diri Anda ke dokter, ya",a,f,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
70,12,"Dokter akan menanyakan riwayat keluhan secara lengkap, melakukan pemeriksaan fisik, dan pemeriksaan penunjang yang relevan seperti tes darah lengkap, rontgen dada, maupun EKG, sehingga dokter dapat menentukan penyebab kondisi yang Anda alami dan memberikan terapi yang sesuai","Dokter akan menanyakan riwayat keluhan secara lengkap, melakukan pemeriksaan fisik, dan pemeriksaan penunjang yang relevan seperti tes darah lengkap, rontgen dada, maupun EKG, sehingga dokter dapat menentukan penyebab kondisi yang Anda alami dan memberikan terapi yang sesuai",a,f,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0
